date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2016-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1364.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2016-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1364.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2016-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1364.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2016-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1357.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1390.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1498.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1520.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1552.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1622.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1622.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-07-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1622.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-08-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1641.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1661.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1661.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1661.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2017-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1660.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1654.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1666.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1666.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1677.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1677.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1677.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-07-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1667.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-08-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1667.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-09-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1683.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-10-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1696.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-11-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1696.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2018-12-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1696.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2019-01-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1700.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2019-02-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1711.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2019-03-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1731.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2019-04-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1735.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2019-05-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1758.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2019-06-15,Meat (beef) - Retail,KG,"meat, fish and eggs",1839.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,141,15,5,2,2622_141_15_5,
2005-11-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,61.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2005-12-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,61.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-01-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-02-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-03-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-04-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-05-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-06-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-07-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-08-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-09-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-10-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-11-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2006-12-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-01-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-02-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,58.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-03-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,60.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-04-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,61.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-05-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,61.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-06-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,61.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-07-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,61.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-08-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,61.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-09-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,74.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-10-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,83.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-11-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,90.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2007-12-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,93.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-01-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,93.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-02-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,96.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-03-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,110.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-04-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,110.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-05-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,118.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-06-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,118.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-07-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,118.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-08-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,118.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-09-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,118.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-10-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,117.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-11-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,117.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2008-12-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,123.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-01-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,123.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-02-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,123.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-03-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,123.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-04-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,123.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-05-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,123.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-06-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,124.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-07-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,124.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-08-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,124.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-09-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,125.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-10-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,125.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-11-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,125.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2009-12-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,107.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-01-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,107.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-02-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,107.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-03-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-04-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-05-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-06-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-07-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-08-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,97.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-09-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,97.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-10-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,97.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-11-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,90.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2010-12-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-01-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-02-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-03-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-04-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-05-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-06-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-07-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-08-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-09-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-10-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-11-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2011-12-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-01-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,88.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-02-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,89.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-03-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,88.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-04-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,88.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-05-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,88.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-06-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,85.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-07-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,84.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-08-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,90.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-09-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,104.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-10-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,96.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-11-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,95.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2012-12-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,95.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-01-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,92.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-02-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,92.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-03-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-04-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,94.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-05-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,95.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-06-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,102.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-07-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,102.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-08-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,101.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-09-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,102.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-10-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,101.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-11-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,101.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2013-12-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,101.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-01-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,101.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-02-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,101.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-03-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,101.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-04-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,104.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-05-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,104.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-06-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,118.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-07-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,134.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-08-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,138.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-09-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,138.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-10-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,140.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-11-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,140.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2014-12-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,140.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2015-01-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,140.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2015-02-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,140.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2015-03-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,140.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2015-04-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,140.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2015-05-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,140.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
2015-06-15,Wheat flour (first grade) - Retail,KG,cereals and tubers,140.0,KZT,Kazakhstan,Akmolinskaya,1714,Nur-Sultan,2622,177,15,5,1,2622_177_15_5,
